name,time/op (ns/op),±
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-1024,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-1024,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-1024,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-4096,4.09800E+03,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-4096,4.10500E+03,0%
StructSliceByName/Stable-TimSort-Interface-Random-4096,9.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Random-4096,1.30000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-4096,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-4096,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-4096,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-4096,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-4096,4.09800E+03,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-4096,4.10300E+03,0%
StructSliceByName/Stable-TimSort-Interface-Xor-4096,7.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Xor-4096,1.10000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-4096,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-4096,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-4096,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-4096,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-16384,1.63860E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-16384,1.63950E+04,0%
StructSliceByName/Stable-TimSort-Interface-Random-16384,1.10000E+01,0%
StructSliceByName/Stable-TimSort-Slice-Random-16384,1.50000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-16384,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-16384,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-16384,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-16384,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-16384,1.63860E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-16384,1.63930E+04,0%
StructSliceByName/Stable-TimSort-Interface-Xor-16384,9.00000E+00,0%
StructSliceByName/Stable-TimSort-Slice-Xor-16384,1.30000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-16384,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-16384,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-16384,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-16384,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Random-65536,6.55380E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Random-65536,6.55490E+04,0%
StructSliceByName/Stable-TimSort-Interface-Random-65536,1.30000E+01,0%
StructSliceByName/Stable-TimSort-Slice-Random-65536,1.70000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Random-65536,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Random-65536,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Random-65536,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Random-65536,3.00000E+00,0%
StructSliceByName/Unstable-Dps-TypeAssertion-Xor-65536,6.55380E+04,0%
StructSliceByName/Stable-TimSort-TypeAssertion-Xor-65536,6.55460E+04,0%
StructSliceByName/Stable-TimSort-Interface-Xor-65536,1.00000E+01,0%
StructSliceByName/Stable-TimSort-Slice-Xor-65536,1.40000E+01,0%
StructSliceByName/Unstable-BuiltinSort-Sort-Xor-65536,1.00000E+00,0%
StructSliceByName/Unstable-BuiltinSort-Slice-Xor-65536,3.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-Stable-Xor-65536,1.00000E+00,0%
StructSliceByName/Stable-BuiltinSort-SliceStable-Xor-65536,3.00000E+00,0%
